Id,ProductId,HelpfulnessNumerator,HelpfulnessDenominator,UserId,Score
56273,B0039ZOZ86,2,2,A12VP2L1V9LD9T,5
173249,B0037J1YO2,0,0,AV7ZOX8SBTFJO,5
554485,B001E5E0DI,0,0,A2DYAEPP0TJZV2,5
208989,B001FA1L6Q,0,0,A2QUAY400E46W0,1
3528,B005K4Q1VI,0,0,A3LJ6ZJ3MB6NNO,2
225740,B005YUB0AK,0,0,A2UC06BULOM7XL,4
254882,B007PA32L2,0,0,A1TW02HA0AH82P,5
254883,B007PA32L2,0,0,A2K0SLMLHZ9HMD,4
499753,B000VVTTPA,0,0,A1MJLYANR6DQBJ,2
501624,B001CCU8AW,0,0,A1WDM0EFA58H69,4
491638,B002GWMD7I,0,0,ABPN4BIVCTIH6,5
553179,B004LL7AL6,0,0,A3RJ26C41OJRDB,5
187725,B004UBZBMW,0,0,A31NL3GKNLXE17,5
382641,B0045GZ0IC,0,0,A1HNVYPBGHF483,5
92775,B001L048WO,0,1,A13X7XBBT1DN8U,4
189108,B00551COSU,0,0,AZ8KNXMJ99G66,2
45327,B003ZXCFQ6,0,0,A38TLPIG0LAT55,4
67194,B004JRXZKM,0,0,A2F48EVKXC1P9H,1
248480,B00016LZT8,0,0,A3JQQ2AR2DUX9X,5
123471,B0006VB3SG,0,0,AHUZUDML43NET,5
187724,B004UBZBMW,0,0,AC4FHK9LGSU01,4
156438,B000NVDZ0I,0,0,A27SQVPRZU0Z3R,4
510423,B007OSSXBE,0,0,AQ1RIN7XYULGG,4
83372,B005ZBZLT4,0,0,A12CY7GT99TUWX,5
56914,B001VNGHMA,0,0,A370LEGDL7SL3N,5
521491,B007JFXWRC,0,0,A23WE2XLY1MROA,5
191197,B00473V8DO,0,0,A1G4THDRNB0FIK,5
116158,B003SW5TM6,0,0,AUUUGMKXB4R6N,5
551544,B000N351WQ,0,0,A240B3WXF2JP8B,5
80765,B000E1BKJA,0,0,A2HSMXSP5MLHP,3
165361,B004N5HJFC,0,0,A1G3ZHC1SU2U82,5
26729,B002GWMGGQ,0,0,A3HCSHTCROW290,5
231038,B002QX81LO,0,0,A3LGZTLNDCNPKO,5
376411,B0099AUJBW,1,2,A2BO1A3SVVI6W2,4
449887,B004UOVDFI,0,0,A1CR9PE7F9D8JF,4
487655,B000GJQ5C2,0,0,A70I8NZWGGXKU,5
277831,B0055ZB0KO,0,0,AK2MIZPBOYMR5,5
4109,B001EW5YQS,0,0,A3NVE8YYNYKVB2,5
122182,B003YBH1WM,0,0,A1CUNVH5TARU6Q,5
220755,B004DAZSLY,0,0,A1BKIX4DSTNRCO,5
514355,B002MZVVZ4,0,0,A30MIDHOPNQG1U,3
181398,B007PA34DS,0,0,A2B1RFP7BRMW2V,5
454883,B004G26EU8,0,1,A25GR9RAM8AO2L,4
189093,B005M25ZI8,0,0,A3IYZEBPO2YRS1,5
471008,B001CDTOFG,0,0,A1P66NG2YPZK3X,5
72972,B0061UQ2K0,0,1,ABV63RG8LS3L2,1
56274,B0039ZOZ86,2,2,A21BLVK9HBWU8Z,5
439066,B0042HN6NU,0,0,A1H219SQ82QMW9,5
386159,B003Z6SRYC,0,0,AWFA4158DDDWC,5
469549,B003LTKQFG,0,0,A1WDM0EFA58H69,4
548145,B007RTR9G0,0,0,A1XT88DDXPWSZC,4
323764,B0000CNU5R,0,0,ACRV1IGBLOQX1,5
447089,B003NRLLRS,0,0,AOSG0AP95OYGY,1
322930,B008UVGGI6,0,0,A24JK26NSBU48A,4
468658,B004EKNPLS,1,1,A3S8BDPVGJNH9C,1
506594,B005CJJQKY,0,0,A1JIYR90LWBGZV,4
172640,B0097UW3EK,0,0,A2MAFBWKJ1PMA7,5
557644,B001T9J552,0,0,A2MP302OES9ZYR,5
523562,B007TULY1I,0,0,A1AZXZUHWLJBXN,5
380211,B000H2264Y,0,0,AJ6WUW2WAAA37,5
40703,B001YJ8FUI,0,0,AW3OEIJXZL0MN,3
41075,B0033GE6GW,0,0,A3HDXQ7JZGR56G,4
76206,B007GNR462,0,0,AIJEUV119O2SW,1
69437,B001LO37PY,0,0,A1JH8T6SY57POM,5
370077,B001VNGO7S,0,0,A370LEGDL7SL3N,5
189991,B007CCSGD2,1,2,A1NFXS9QOKWGO9,2
523467,B002GOYT9G,0,0,A2O1EW7WHQD3ZH,1
106338,B001QZZ1J8,0,0,A38ZDGT79PJN52,5
136999,B002AQP5FW,0,0,A3V7KGAU8KDG9T,3
280797,B000FXYLQ6,0,0,A219CCZ1ZFZ32R,1
152447,B007HBLV62,6,6,A1JQVGMKANNYR1,5
470328,B007SMGN9A,0,0,A3P5XUATJ0GBGU,1
383364,B00423UVBO,0,0,A29LTYTEDTZX1E,3
228595,B00295IGHS,0,2,A3KXSQVQOPD6D2,1
461541,B004P61VYY,0,0,A33Q6836OZY6MF,4
493920,B004HWQDSU,0,0,A1WTGZ4KWU5AT1,3
546160,B001EQ4I20,0,0,A34UWRVXPVO7QM,1
49414,B000IHNCQO,0,0,A2Q5BAFBHN3ZHL,3
11433,B004AJIGDK,0,1,A3E2YMM53TTEEN,5
389438,B004AW9VPY,0,0,A2THPGIXJOH41K,4
462627,B0078DQ8G2,0,0,A26OZO08RDPB3H,4
271831,B000EDK67K,0,0,A25GNLA9Q8F6MT,5
535430,B000OGSIYA,0,0,A131FJGS4G1K7B,5
144644,B000CQUASO,0,0,A20LFXJ73OG00I,5
225919,B001VNKWO4,0,0,A1OQ88SUDG13RM,5
304870,B001HTE5L8,0,0,A3NPZORWWMQESK,5
360008,B001SAX5CQ,0,0,A186JYZ91Z5LTM,5
427038,B005F64QS6,0,0,A1G6Z0U2RPYBOG,5
411067,B008YAVDW2,0,0,A2HM6N2U2LIRTN,2
460690,B004AG8GAQ,0,0,A2OTON5LJD2GPV,1
389165,B001VNP0U0,0,0,ARR15V4Y94K0L,4
394535,B007ERCWMG,0,0,A2TX59VD8EVPU1,1
429820,B007RTR9FQ,0,0,A1XT88DDXPWSZC,4
30505,B005SD208Y,0,0,A1SB0W20XXFBV7,5
281971,B0005ZYSI0,0,0,A1J0PJGML2GJAI,5
40332,B006DQZ064,0,0,A35F5CMEEME953,3
210940,B004K4J0TO,0,0,A1U27EQ8QBA2IO,1
27397,B005JCQJFE,0,0,A2CACWUNN9QV5U,5
252535,B000RZNY5G,2,2,A2T3VSM94LP9UM,3
180734,B0046HC5VA,0,0,A17ETBG254GGV2,5
495345,B004HV7TG6,0,0,A3U4GKYN68JENC,3
147560,B001D0IZBM,0,0,A2GIVP93RUYDOW,5
294567,B003Q4YGYS,0,0,A1AH0XJN1VCRQZ,5
197381,B000084F1I,0,0,AILXJYYSXPWBU,4
116776,B000RI1FDG,0,0,A2I2ML9HCVW315,5
111455,B0035N28MM,0,0,AEYMJO76RSPUD,5
282012,B007RTR8A2,0,0,A1DC1O4VX6AHPP,4
546145,B00111BXTY,0,0,A35HRL8YD8R7MV,5
388667,B007TGO1TY,0,0,A3M7R4PD0FEPUB,4
546144,B004UA0E7U,0,0,A3T171I4MFH0L7,5
76791,B0049ULB78,0,0,A4BU0TXFL4271,5
566493,B002T63ESI,0,0,A3E88NNSMT73A8,3
264935,B005FU4XB2,0,0,A1H1BDXVIA5TBK,5
516174,B008I1XPKA,0,0,#oc-RDMOLOJCV5VD0,5
520820,B0009XSXZM,0,1,AAFDXK805EGZZ,2
83161,B007M84S9C,0,0,A26YX409O91WF6,5
436025,B000M9O5TQ,0,0,AAT669KMZECC2,5
388666,B007TGO1TY,0,0,A34W7QA4J5UTOR,4
129944,B0030N7DAO,0,0,A22OJAVJEWZXIM,5
308489,B002VLR9YQ,2,2,A64TQH46W86J3,5
1865,B001RVFDOO,0,0,AZ6DJLNAUGTUG,5
255920,B00507A1D4,0,0,A2XU2HA0S795RO,3
235661,B001XUIF3K,0,0,A2SF5N7R0Q0HJA,5
529521,B000N0286G,0,0,A126IC6EKVTJCB,3
367096,B006R1SSBY,0,0,A3I8E5179BH48I,1
480327,B000DZDJ0K,0,0,A37N9M2GDX138C,5
350989,B000ETXO3M,0,0,A31VRFIOTI5D4Y,4
76462,B000VDWYXC,0,0,AMNSQK5ATZ9U2,5
117393,B0061CSSXC,0,0,A3I5SKH3PWHKSU,3
364905,B008FRJEHA,0,0,A3MY6DKW4F2IG0,5
504261,B0084UM88A,0,0,AA4GC72H2UZQ4,5
247144,B009JMD4YY,0,0,A3A6RQ2P4X9VVN,5
329375,B000EM2PGG,0,0,A23WGXYDH6P8RW,5
272526,B007OXJL0G,0,0,A1UVBRHT5SKV5B,5
207804,B008EMDU8U,0,0,A199USG4MU1NWI,5
330098,B001OHX1ZY,0,0,A88XJQH33JG01,5
179583,B002JWD43C,0,0,A19LKGPCLAJV3P,5
259803,B0002ASLQS,0,0,A24F8PIBENFKGM,2
2454,B002JX7GVM,1,1,A1XYATUTPV7MN9,1
265627,B0034ZYRNY,0,0,A16M35IZWFDLKG,2
233939,B003E6COMO,1,2,A2ZE58VIDDCMR7,5
115282,B0074ECCJ2,0,0,A38I9GQ05969WY,5
16447,B007TJGZ54,0,0,A1N58XGILUVX6S,3
463244,B0062TKHQK,0,0,A1Q0HPEJZ9SY7N,5
319406,B008XMOKOE,0,0,A20YS66FFABQ4L,1
467079,B004DNAP0K,0,0,A1O1VVI96R6Y3W,3
334273,B005HQOQ1Q,0,0,A3NAAQZ383LU4R,4
443155,B003XB5LMU,0,0,AXTH3CDVUXIXH,5
424141,B000EMK53G,0,0,A2B7BUH8834Y6M,5
302310,B000VVY0X6,0,0,A1KNF8V0TT4LW2,5
245448,B003VD8DSO,0,0,A1QH4FEC8AY0J5,5
158318,B002QTWU4W,0,0,A2W1MGWDVG5BCL,5
115295,B007NJZE16,0,0,A3I8E5179BH48I,5
182671,B000W5SLEU,0,0,A2HBGXIKTSVA63,5
279781,B002ACU9WA,0,0,A28Q6QPU6ZQ095,1
446172,B0055N28ZW,0,0,A11PELH953EBO1,5
189571,B001EO5Q64,0,0,A2SRU8JSD9EIN5,4
418799,B002ZOG2K6,0,0,A22L9WS4ZAMVMJ,3
18285,B000SATIGO,0,0,A393TT4FXNC3F5,5
220464,B0034EDLS2,1,1,AQYP02X3GUWPP,1
182604,B008RWUKXK,0,0,A2LDAMLDWFFOP3,5
410542,B000JVAEPQ,0,0,A1DRADY6RXUQGZ,5
302060,B007AK3VC2,0,0,A3B42G22EO968P,5
285833,B000RHXHRO,0,0,A2NFSABGJPM2VN,5
468947,B001EQ4GKE,0,0,A5U0FSWB9ZF2H,5
62966,B0038O5N66,0,0,A3HPLUWC9ZD8OO,5
68852,B000H7ELTM,0,0,A2WQN5D428I485,5
467142,B004GLIMJ0,1,1,A3BFIB3BWKFGXL,2
66290,B008A8FKGI,0,0,A1339H0CWOEOPT,5
425000,B0001TNCK0,0,0,AALHD0JX9OYOP,5
193946,B0007SMLUM,0,0,A2SP9O9C6EFK2A,5
141246,B00655V2L0,0,0,A370LEGDL7SL3N,5
490956,B0000YVCG2,0,0,A2PZCR40G8D80I,5
286685,B003118SAE,0,0,A8P45JKNSMAPX,5
213013,B00374WCM0,0,0,A1LUKP0ELRI08E,5
54064,B0045TMKSW,0,0,A3AS33EATHARKK,5
456464,B0064J20PY,0,0,A3O35M9CAF7AJR,5
157335,B0019QT66I,0,0,A29V32IOAJUP8P,5
373337,B000HVVMQI,0,0,A1O4F81GWJE9HL,5
400367,B0076YVPD4,0,0,A1UCPXUBSESD65,4
263982,B004SEL2G0,0,0,A14A64K1VECJUG,2
18284,B000SATIGO,0,0,A1L2Z1O7KG13NP,5
544651,B001P3PR54,0,1,A26AK7BGTHGF70,5
60813,B001E5E05G,0,0,AE31WKF0AVW4C,1
82841,B007TGDXNO,0,0,A3BMV99BNDC90P,4
41235,B00427ZLOC,0,0,A2OK22K9WTY0G9,5
393522,B000G1CPRO,0,0,A33WRW9U4JUIGE,5
285845,B000EVOSHG,0,0,A1V5LRXQ17SK16,5
476429,B004IN2O2C,0,0,A1X4OJBDP7HMTZ,4
201229,B003IEFXL6,0,0,A1JEQIQ7QEJ8KH,5
395423,B003OB2E60,0,0,A3FPDW6EO5KDVE,5
186670,B000MWF93Y,0,0,A1JUJ351EBBDXB,5
72008,B007K449CE,0,0,A2SZLNSI5KOQJT,4
108535,B004HBLSJK,0,0,A1NR5GJRN062GE,5
287752,B009D84FKQ,0,0,A1672LH9S1XO70,5
102121,B001HX59QO,0,0,A162M4NHW4O9E9,2
389667,B0015D62C6,0,1,AHSBAAACG0Q77,1
239289,B001F1SAPA,0,0,A299S2YZA067T0,1
158918,B003SBTRR0,0,0,A16PHYHDA16HCI,4
114885,B004EKHN4I,0,0,A3UHMFAY8HJ1P4,1
59425,B0000D9MTS,0,0,AJNF1OAN2K6R7,5
142331,B004ETE4LO,0,0,ARFUREGVSX6BN,5
112351,B009371SIO,1,1,A1LBGXE29GG1IR,3
524746,B002DHNIBG,0,0,A3TGMQQBDUY6L2,1
360677,B0076YVPLG,0,0,A16WPA6JV83YXT,5
59516,B007ZZNZOQ,0,0,A1GFTROHMJCPDA,5
196006,B001YXRRIA,0,0,A4ET8D4I58JLR,5
434062,B004L305N4,0,0,A1PTBRQ7V84DCF,5
51815,B004W5REF8,1,1,A1PWIRK2HWSH3G,5
279911,B007A3TBXM,0,0,A2TMPEIPJE0W0G,4
21035,B002QWP89S,0,0,A20L2URGVM0U3O,5
114661,B005ISUOEQ,0,0,A11DN0PQJLTGAT,5
26913,B0047E7EYK,0,0,A1RDARTK3VQ4AU,5
350824,B004M6FNK0,0,0,A311ML4GRLTE2X,1
477096,B00821V8XW,1,2,A27NTH2Y9DAR31,5
20970,B000E682LY,0,0,A13G00L1CUBGAP,5
112340,B002HSYAJK,0,0,A2T97AFPYP0M3P,5
517696,B009LIK0FW,0,0,A1C2CBMGDPHDSV,5
362812,B003TDKE1A,0,0,A12O1HGCBGK9OR,3
78282,B005X5GBEG,1,1,A7KQWS5UJ7S8A,5
309844,B0018MTXIE,1,1,A2IEJQ8754BMSI,5
52673,B0093A5XC8,0,0,A2R0HI0E7UBI2C,5
86993,B006W6YHYQ,0,0,A3S5488HL5744M,5
517697,B009LIK0FW,0,0,A2PK3RTLSQR3YS,5
117112,B001J9SUHG,0,0,A25NDDOEJIZPPF,5
229091,B00015UC5C,0,0,A3K6YMHPGY546J,1
358401,B001CH3X40,0,0,AWE151CAB7L7C,5
525598,B00168DNZ4,0,0,A3GDX1FPWX4YRO,3
5752,B003TIVBSU,0,0,A63IP3G1D5AUF,5
413020,B0076YVPWU,0,0,A1E45C97JEF57H,5
59427,B000E3XCEO,0,0,A1R380MR8E6OHX,5
522195,B001BM66AO,0,0,A2UM0Z3XMEQX80,5
164625,B00640Q10S,0,0,ALOCJ67KRE6G1,5
182021,B0009F3POY,0,0,A30GUAVJ2QM3TA,5
332491,B001652JCU,0,0,A25VD4QYIQ3JGI,5
257099,B0087J7U90,0,0,A2PZCR40G8D80I,5
544811,B00445WDC0,0,0,A3EK5D3RIAR34G,5
221335,B007DKLAIQ,0,0,A2HSI11RGS44AC,5
58189,B005LURI0O,0,0,A2VYRRDJN2UKWB,5
434058,B004L305N4,1,1,A2GPRA9HHLOC4B,3
356597,B00474C1XY,0,0,A26IVFPJZRD58N,5
242472,B002AQP4QM,0,0,A3HECNTF9F7YCY,4
398488,B008F8A7JI,0,0,AXRGL5LJWGB6Q,5
396533,B001M08XA6,0,0,A2JIT22OBTD1TC,5
2301,B00176AIDU,0,0,A1AP55BS52YMCH,5
551793,B0056GKY36,0,0,AO1IYGKCSNAHY,4
148005,B0000TA3QM,0,0,A2GHZ2UTV2B0CD,5
62502,B005VGZ72O,0,0,A3UOWKH69JBUNM,5
72892,B00716YKES,0,0,A3ED2TZ60QOYV2,5
321652,B001GQ3E3M,1,1,A2HB1MQRWUEQYY,5
185932,B007BACS6Q,0,0,A2X8WM3NN96KL1,5
119429,B0002ASAIW,0,0,A1M2WVJV7RKFPB,5
93439,B00668LV80,0,0,A1CYQYVR0ZP7R2,5
22440,B003QVWGMU,0,0,AVC4L02QC29ZH,5
448787,B000LRH6RM,1,1,A2NP8RNW9T5BQF,2
156505,B003OS5DJS,0,0,A1P0K9XJW7TECS,5
293821,B004X8W256,0,0,A25WH737B9HTVH,5
439808,B004NRLB8G,0,0,APASCXWTM041,5
199511,B001QTKZFE,0,1,A2FNBD43DEZPM3,3
44278,B006N3I7S0,0,0,A2GDTF5XZFVW2G,5
295480,B0045H267E,0,0,A283ORLB0E4AZR,5
476998,B0043OX4R0,0,0,ATU2MJUKMNKV5,2
161183,B00735ALV8,0,0,A3AS33EATHARKK,3
72459,B0047E5GEU,0,0,A1RDARTK3VQ4AU,5
331583,B000FUMH4W,0,0,ADLJ9Z38EFQNI,3
400389,B009GMX9XI,0,0,A3LVIEXVV446NL,4
97541,B000660MQ0,0,0,A3A6RQ2P4X9VVN,5
424327,B005EKI3JQ,0,0,A1MCUS8BUADWJE,1
271689,B003CSUHXC,0,0,A11WJGWSLWS84B,5
30428,B000G35K2Y,0,0,A2W271NHVXBSWP,5
16991,B003XUJ564,0,0,A2BXKUS799U1RC,3
192087,B003P59V34,0,0,A1CASNJCVMGQDC,5
478307,B00362FJD2,1,1,A2ZDA1CAVNRICJ,4
66339,B000H28AE4,0,0,A1OC44Q6V9TT0G,5
297111,B0099PYUNU,0,0,A24YHM9J7QFLIM,3
304522,B002BXKY9Q,0,0,A3LRLNH9WJDQY6,5
218098,B005SUCOII,0,0,A3AS33EATHARKK,5
305646,B001ELL4E0,0,0,AZ3EHLAKPMUU6,5
271638,B000BTIHBO,0,0,A1K0TEB46098KW,5
199123,B000ES40MM,0,0,A201RW5QVBLFHB,4
32579,B002ZOFZ22,0,0,A17OUMG15YSZUQ,5
292867,B001E5DXH2,0,0,ARFN9WVXY3D2W,5
464039,B008LN4HJ8,0,0,A199USG4MU1NWI,5
206888,B000BBY7ZC,0,0,A3E0JX9TNCVUTO,5
504148,B004IRCHQG,0,0,A3FHNV3RTR1MSE,1
204412,B000SE6JCG,1,1,A3OU21REN6YNOZ,1
529285,B000P35ZY8,1,1,A2PFK3F717KLIC,5
45962,B007TU2Y0I,0,0,A1PTBRQ7V84DCF,5
528971,B000E671X4,0,0,AE7E3YFN7J4O8,5
161771,B0029NVLB8,0,0,A8FTDO6YI5DBV,5
181487,B007OSBEV0,1,2,#oc-RTHI84TEHN2AA,3
499285,B0061QP0F2,0,0,A34O62IDVYW7X9,5
231160,B003CRMC68,0,0,A2C05MSPCOFWG9,5
190187,B004APZYVG,0,0,A3BEKZ2PXMJ10Z,1
464372,B000UBD88A,0,0,AC6G3J5BCRW4M,5
444442,B002XT7ZZ4,0,0,A2ORAYGSS7LAEL,3
129149,B004L2XWR6,0,0,A2UYH5PSDYSXXI,5
296136,B006GR2JT6,0,1,A1J5OJ4B76QT5C,5
129150,B004L2XWR6,0,0,A1SM4V2XVULQIE,1
535251,B008H7HNXU,0,0,A3R96IFMA3XOAR,5
110479,B00438XVGU,0,0,A29X6K1B7N71QW,4
533500,B00802G1I0,0,0,A1P278ENE2N09K,5
257772,B009O0U2SW,3,3,AOXD096VQNRKD,5
278868,B004LWP5YE,0,0,A1VK7YRX957HBX,5
61477,B0088BE2SY,0,0,A3BM8A3K54EW8K,5
477670,B009NWIF3A,3,3,AOXD096VQNRKD,5
360483,B000LT0STS,0,0,A18ULESYJ4B0GW,5
379328,B000MGR2XK,0,0,A3E8YXN9XC09S5,5
500790,B0048B41KC,0,0,A20RRCFH97NYMB,1
469492,B004DMVCPI,0,0,A19LROKN8BNGQU,5
173151,B002GWFAUU,0,0,A3DXMPD67W5PH0,4
12923,B007HP9T5S,0,0,A2DKVL26ZX0WGS,4
79294,B003TNANSO,0,0,AUS545VE0P2J1,5
276767,B007W14RN6,0,0,A19UTUEBWKIZFT,5
470327,B007SMGN9A,0,0,AHXN130COKW4M,1
42516,B0029NS90E,0,0,ANDN9BU8C5XWN,5
78213,B001EO6GFE,0,0,A39YMDVGO8BT9R,5
515504,B009LRLB6U,0,0,A1IU7S4HCK1XK0,4
236832,B006ZGIF46,0,0,A2IEJQ8754BMSI,5
252127,B004ZWR8PE,0,0,A2MLJO2JC5EOTY,5
503470,B003XB3NNE,0,1,A1DP3CJ3JMGYMW,3
120384,B005K4Q37A,0,0,A1O813R7I4NXXB,5
12524,B008EG59KS,0,0,A3S7H61DND298J,5
450600,B004N5CGV4,0,0,A36ZMQWLPBX5HZ,5
43642,B000P0SCKK,0,0,AN4FZJKFHMAS0,5
140706,B0039PN712,0,0,A1PBOBD8GF6YIT,5
357113,B00137IA2Y,0,0,AEB2OUR7B6YWC,5
377320,B001IAQ8KC,0,0,A1JXRHA7PD04ZF,5
248759,B00553HJ2E,0,0,A3AFCS221J590Q,3
55802,B004EHXLK6,0,0,A3B3F2K7YQFJD9,5
323756,B005LTHRLK,0,0,A328H3CKB2ZHRH,5
493919,B004HWQDSU,0,0,A2IDNDNK8T1479,4
508567,B001SB8AZC,0,0,A3V02NOC8QAW87,5
266404,B0097SUJGQ,0,0,AM5JP8SLOUF3O,3
14745,B0074K0ZA4,0,0,A3DHLC2HJOCT4U,5
167565,B0086A0NDK,0,0,A1KMHOSLQTO7IN,1
246277,B002AUBIRC,0,0,A2S6ONQJ7KERR9,5
231372,B003FDC2I2,2,2,A22GXZP67W68AC,1
220552,B0034EDLS2,0,0,A3JR1CCUDVO4Q9,5
552783,B001E5DZIO,0,0,A27C2XXRYK4ZEI,5
131895,B003ZICPRA,0,0,A3URI2LGMX2QDB,5
93355,B007TGDXMU,1,1,AT4BZAVH969M8,5
4855,B00139TT72,0,0,A3LRLNH9WJDQY6,4
119133,B000KJS76A,0,0,A18PEPK06IT1H0,3
491676,B000MGSJ00,0,0,A3E8YXN9XC09S5,5
280834,B008ASM610,0,0,A23ZKZHN8EZF3T,5
211083,B0033UMNT0,0,0,A1RAWMCENQPQIN,5
276159,B005OU6UM8,0,0,A3SN6JQXNSA116,5
528929,B0045IO2JI,0,0,A3HW5B50HDIRSJ,5
516173,B008I1XPKA,0,0,#oc-RB52UIGZ2JPE2,5
79295,B003TNANSO,0,0,A2TKFP9YMPASAS,5
174373,B002INAZYS,0,0,APASCXWTM041,4
63142,B00451SEJ4,0,0,A3M4BZGB93S7Z,5
134554,B003E728CE,0,0,A28DNBPM9SEVYC,5
437967,B003LPKFK6,0,0,A2NAGBSD39RKIP,5
197638,B006RNGWFG,0,0,A1RSAXCQVJAJ5D,5
337929,B001CAXRSE,0,0,A2612OTPUN070H,4
340351,B005GYYZTC,0,0,A2ORC3F3MOKQKT,1
294512,B0039O1MHY,0,0,ACWZUH92Z0HU8,5
107406,B005DFL4PM,0,0,A3MF7KUVVKHGF2,5
158362,B007NEELUG,0,0,APASCXWTM041,4
140447,B001H0FI72,0,0,A2TRLSG0RB4ZJU,5
99640,B000ER1D2I,0,0,A2NMFU8P7BP5FN,5
85162,B004TI4SIE,0,0,A1ANEIIIPNM2JP,5
85163,B004TI4SIE,0,0,ASCY3FM3SC6F2,5
52212,B002XDRCVC,0,0,A2W0T7QAVF5ZFO,5
176686,B001O8NRZM,0,0,A38E0ZF5W4Z59C,5
465911,B005OU6UD2,0,0,A2550XGZEFDH2Y,1
127010,B005DZIKJK,0,0,A21YS2PSI5APWP,5
354662,B0030KLW0Y,0,0,A2WX53PNPIOFJB,5
207580,B004Z83LC2,0,0,A9G6D9FEDW8QC,2
388940,B001W14THQ,0,0,A37JYWCUL47RK9,5
335499,B004P8JNEC,0,0,A3R1FNIEPDUT44,5
31672,B0029O0EFG,0,0,AKFC63TNHUPG4,5
314839,B003LPMAUO,0,0,A1SYUHHMFANNBF,5
273529,B001CCU8F2,0,0,A3PPQQIFSHGLB0,5
139322,B004VLV46S,0,0,A5P5Y94QYJ3GC,5
201995,B000LQL9M6,0,0,AI2R6R7UP4NYB,5
403477,B0054S0YTK,0,0,A3PDYXXED8MMRG,4
444417,B002RBKXMA,0,0,A126HHM41FEIZA,5
162946,B005P6TCGW,0,0,A3IF226OPIBPEA,5
243208,B000MF888Y,0,0,A3VGOSF8S6MYOA,4
106712,B001HTG6E2,0,0,A29Y8V009MI4G5,5
4616,B0075WWDKQ,0,0,A1J98N065OHODA,3
464103,B000MMO8W2,0,0,A181FS3VYPEROZ,5
20651,B000RYU5B8,0,0,A9AVM8UYG2RNX,4
1240,B002G8N4ZW,0,0,A3R60DE2H7BU5M,5
442214,B00711SNGO,0,0,A2O0OMNWUPRF59,5
36496,B004CLCEDE,0,0,AJZM4ABQ1IVBB,3
181456,B007OSBEV0,3,4,A3UZMR2CJ3BNY3,5
279661,B0000TLFJG,0,0,A2UCAC8WYUYAN5,5
203701,B004AW1Z94,0,0,A1D6FDBK9FJI8C,1
113670,B001O2HBIM,0,0,A2NMFU8P7BP5FN,5
122682,B004WPYA9G,0,0,A18PACRUSXEZMR,5
474419,B003SBZC1U,0,0,A2IAHIO9LCK1VO,5
335492,B002GJ75QK,0,1,A15JB2HEZ6RKGW,1
374908,B001VNGNSS,0,0,A21SK1F5ZLEG6D,4
422843,B007B2SYF8,0,0,AYW9BJAM05BZ8,1
169348,B001CTO0YA,2,3,A12VXFRQ9MUG9M,5
15670,B001UFP1QC,0,0,A38ZJ23L9L2211,2
432204,B001DW2REG,0,1,AS9YSOCMP1D9D,1
508908,B000H172DU,0,0,A2LCDLR177BNEH,5
253554,B0005Z6ZK4,0,0,A2NX6MFZP8TM6S,5
457880,B00445RFHS,0,0,A3EK5D3RIAR34G,4
393685,B001PFC1A6,0,0,A1NQI68D20FTF1,2
281882,B004KL7YT0,0,0,A2VYRRDJN2UKWB,5
165727,B0036L4ERU,0,0,A1FMR3908W9UAV,5
74382,B003XNWBYY,0,0,A2TMHWXPM67O6L,5
208923,B005BV0RR4,0,0,A2P9DZ53TPO9CL,5
120385,B005K4Q37A,0,0,A2HF8IM0W4UFVM,5
339948,B001FA1DKA,0,0,AR2N2BGNU73BP,5
50682,B007PQTIRI,0,0,A2XWFSMXJ1RR0R,5
15684,B008HP9TO8,0,0,AZ6N9YRRN7FRR,5
522773,B00196SUL0,0,0,A36DVRTEHDJKNP,3
413497,B0017M5V9A,0,0,A3J0P6D4VVQA38,2
187176,B004UC1YQ8,0,0,A3CN7D4ICBKCGI,5
498826,B005MM453E,0,0,A17Q4GGIM3PNEZ,5
294560,B003KFTPNK,0,0,A16PUD6V3KAZ0Q,1
521490,B007JFXWRC,0,0,A1S1YWNZEJPVAB,4
152113,B000N8N7K4,0,0,AVJ85IBFXXQL1,1
197270,B000VIMPJ0,0,0,A3DTK8NMJKCF9T,5
429640,B00437I5GM,0,0,A16PHYHDA16HCI,5
376410,B0099AUJBW,1,2,A2I82IMXAGJ4NX,5
93396,B007TGDXMU,0,0,AI7T4XQEXJ5GN,5
428983,B0033HFRVE,0,0,A1PISA9OWPUWCN,5
7252,B00382UXU4,3,3,A3CDZA4RLVV04O,5
566827,B001PQTYN2,0,0,AR4GVRPKO4MBL,3
201918,B009062AQW,0,0,ARUJ8B1HTISK0,5
93394,B007TGDXMU,0,0,A1TVBVV9U2GPIG,5
93395,B007TGDXMU,0,0,A3RBT91LCBGN6Z,5
156299,B001C5GHCM,0,0,A298FUUG49ODJN,5
252873,B000BY50BY,0,0,A32TPHU48QT21V,1
285874,B0041SZEA8,0,0,AEB2OUR7B6YWC,1
92374,B007TGDXMK,1,1,A2JETXALZGRK18,5
508967,B0015TD304,0,0,A1WQ5XOC9A9VJY,5
125298,B001E5E060,0,0,A2IHWEZ3XWKDV6,4
148573,B007SM6Y62,0,0,A192O26ANUFL10,5
354468,B000VY8MK0,1,1,A2T97AFPYP0M3P,5
7263,B00382UXU4,1,1,A1QQ4RO4LTJFXM,5
